Woreda,Kebele,Village Name,Name of water system,Latitude,Longitude,Elevation,Photo,Year of construction (EFY),on spot or have distribution,Number of water points,# Non functional water points,Total HH beneficiaries,#house hold connections,Type of water system,water source fenced,guard at source,Type of lifting device (on spot),Type of hand pump,Type of power source,Functionality Status,Has the system ever been maintained/Rehabilitated?,water quality test conducted regularly,Water quality complain from user community,What is the complain ?,Who manages the system?,Year of WASHCO established (EFY),Are all WASHCO members active?,Date of last woreda visit to the WASHCO (EFY)?,Was there WASHCO training?,Date of last WASHCO training (EFY),# of women WASHCO members,Does the WASHCO have bank account?,When was the bank account opened (EFY)?,the last audit conducted (EFY),Water fee collection,Fee collection Modality,Fee collected regularly,How many Birr per specified modality,
Mana,Ittis-Guddaa,oole kuli 2ffa,giravity,7.841234391,36.78239152,1759,https://akvoflow-23.s3.amazonaws.com/images/d2bdac98-998f-426e-a9fb-dab06b332341.jpg,2010-11-11,On Spot,,,72,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,N/A,,No,,,Yes,,,Yes,Metered (per cubic metere),Yes,,
Mana,Ittis-Guddaa,boottii,bottoo,7.856315,36.76674015,1661,https://akvoflow-23.s3.amazonaws.com/images/22137237-b843-456c-a1f0-2b8e30f0f6d8.jpg,2002-04-10,On Spot,,,62,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Ittis-Guddaa,girrisi b/ kuma,giravity,7.870839168,36.7710075,1607,https://akvoflow-23.s3.amazonaws.com/images/a8d5d073-394c-4736-b43e-2c255931e93e.jpg,2012-09-06,On Spot,,,50,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Ittis-Guddaa,girisi,burqa sagaa,7.870335457,36.77294542,1652,https://akvoflow-23.s3.amazonaws.com/images/223e66bb-fb49-41b1-abb0-ba507476e78e.jpg,1998-11-27,On Spot,,,120,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,WASHCO,1998-10-18,No,,No,,3,No,,,No,,No,,
Mana,Ittis-Guddaa,girisi,burqa ittisa,7.874863971,36.77388131,1666,https://akvoflow-23.s3.amazonaws.com/images/dae3a538-7922-4c01-b2fa-88e7097c2b9f.jpg,2000-11-12,On Spot,,,40,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Ittis-Guddaa,coore alboor,giravity,7.864863308,36.774668,1697,https://akvoflow-23.s3.amazonaws.com/images/0024eb0d-fcbe-4feb-b654-d43c64600821.jpg,,On Spot,,,62,,Spring,No,No,Gravity,,,Non Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Ittis-Guddaa,sayyo bagize,giravity,7.852711204,36.77087699,1738,https://akvoflow-23.s3.amazonaws.com/images/1817ed1f-f2d5-4886-b65e-9a89930d7f28.jpg,2009-09-15,On Spot,,,67,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,N/A,,No,,,Yes,,,Yes,Metered (per cubic metere),Yes,,
Mana,Ittis-Guddaa,sayyoo,burqaa sayyoo,7.850221525,36.77634744,1727,https://akvoflow-23.s3.amazonaws.com/images/3a8a5e6e-3ca7-471c-a074-13ae95252175.jpg,2011-09-09,On Spot,,,35,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,No,,No,,3,No,,,No,,No,,
Mana,Ittis-Guddaa,sayyoo,burqaa zalaqa,7.849024902,36.77426284,1713,https://akvoflow-23.s3.amazonaws.com/images/52beff02-138c-4df7-9d89-2e73bfde69a7.jpg,,On spot,,,45,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Ittis-Guddaa,Dagaa,Wolbee,7.856034197,36.75623881,1662,https://akvoflow-23.s3.amazonaws.com/images/62c16b95-c1bf-4556-996c-05ed4330e30e.jpg,2005-05-04,On Spot,,,52,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2006-07-25,No,2011-04-12,No,,3,No,,,No,,No,,
Mana,Ittis-Guddaa,Dagaa,Qonde (A/Bor),7.853943975,36.75800069,1686,https://akvoflow-23.s3.amazonaws.com/images/81b5b6db-a00f-48c7-8e99-b2f1364b9e4e.jpg,2005-04-13,On Spot,,,55,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2006-03-20,No,2011-06-29,No,,3,No,,,No,,No,,
Mana,Ittis-Guddaa,Gararu,Gararu,7.851938426,36.75795893,1699,https://akvoflow-23.s3.amazonaws.com/images/6ddf8455-2819-4a97-ae80-779d8c7a4e65.jpg,2003-04-16,On Spot,,,64,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2004-03-10,No,2011-07-05,No,,3,No,,,No,,No,,
Mana,Ittis-Guddaa,Gararu,Koshaa,7.854812198,36.75236616,1707,https://akvoflow-23.s3.amazonaws.com/images/ef4ec359-ff6a-4891-8d8f-f4914622d4c7.jpg,2004-02-25,On Spot,,,60,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2005-05-16,No,2011-04-07,No,,3,No,,,No,,No,,
Mana,Ittis-Guddaa,Gararu,A/Gojjam,7.855258074,36.74974299,1676,https://akvoflow-23.s3.amazonaws.com/images/7d4e33e0-04fc-4412-a044-d5e51ecec772.jpg,2001-07-18,On Spot,,,46,,Spring,No,No,Gravity,,,Non Functional,No,No,No,,WASHCO,2002-04-02,No,2011-06-13,No,,3,No,,,No,,No,,
Mana,Ittis-Guddaa,Dagaa ,Burqa Booto,7.8564,36.7667,1680,,2003-7,On spot,,,50,,Spring,No,No,Gravity,,,Functional,,,,,WASHCO,2003-7,,,,,,,,,,,,,
Mana,Ittis-Guddaa,Dagaa ,Burqa A/Foogii,7.85761,36.761,1664,,2005-5,On spot,,,30,,Spring,No,No,Gravity,,,Functional,,,,,WASHCO,2005-5,,,,,,,,,,,,,
Mana,Ittis-Guddaa,Dagaa ,Mume Xahara ,7.856,36.764,1554,,2016-9,On spot,,,30,,Spring,No,No,Gravity,,,Functional,,,,,WASHCO,2016-9,,,,,,,,,,,,,
Mana,Ittis-Guddaa,Dagaa ,Burqa Welibe,7.8558,36.756,161675,,2005-8,On spot,,,52,,Spring,No,No,Gravity,,,Functional,,,,,WASHCO,2005-8,,,,,,,,,,,,,
Mana,Ittis-Guddaa,Dagaa ,Burqa Orondii ,7.854,36.75,1692,,2005-8,On spot,,,40,,Spring,No,No,Gravity,,,Functional,,,,,WASHCO,2005-8,,,,,,,,,,,,,
Mana,Ittis-Guddaa,Dagaa ,burqa digoo,7.852,36.75,1689,,2010-5,On spot,,,53,,Spring,No,No,Gravity,,,Functional,,,,,WASHCO,2010-5,,,,,,,,,,,,,
Mana,Ittis-Guddaa,zooni haroo,Burqa Mumee ,7.8568,36.7579,1599,,2005-8,On spot,,,22,,Spring,No,No,Gravity,,,Functional,,,,,WASHCO,2005-8,,,,,,,,,,,,,
Mana,Ittis-Guddaa,zooni haroo,zooni Abukakoo,7.8703,36.7416,1521,,2010-5,On spot, ,,25,,Spring,No,No,Gravity,,,Functional,,,,,WASHCO,2010-5,,,,,,,,,,,,,
Mana,Kamise-Warabaa,kaaboo 1ffaa,burqaa A/sharaf,7.74752,36.68102667,2344,https://akvoflow-23.s3.amazonaws.com/images/6603311a-c75a-4571-b9c7-27bb7e49780e.jpg,2012-02-09,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,N/A,,No,,,Yes,,,Yes,Metered (per cubic metere),Yes,,
Mana,Kamise-Warabaa,kaaboo 2ffaa,Burqaa gooroo,7.749693333,36.68573167,2240,https://akvoflow-23.s3.amazonaws.com/images/0e2cb03b-f82c-49b0-9052-0cd672821798.jpg,2010-01-23,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,kaaboo2ffaa,Burqaa A/jihaad,7.753225,36.688125,2087,https://akvoflow-23.s3.amazonaws.com/images/d2c38105-bb31-42f8-af2d-11a10dac44c3.jpg,2002-05-19,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,kaaboo 2ffaa,cooree A/fiixaa,7.754303333,36.68964333,2300,https://akvoflow-23.s3.amazonaws.com/images/7e820d45-51d6-49d0-8b34-79790c6059a3.jpg,2007-05-19,On Spot,,,35,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,Kaaboo 2ffaa,B/laliftuu,7.75553,36.68917833,2096,https://akvoflow-23.s3.amazonaws.com/images/eb3f3b2d-9924-48c3-b0d8-8c32984e46f3.jpg,2005-05-06,On Spot,,,52,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,Kaaboo 2ffaa,Burqaa biloo,7.752916667,36.68502,2166,https://akvoflow-23.s3.amazonaws.com/images/51ab71c3-e3c2-44a1-8976-f1c109f70205.jpg,2004-04-10,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,kaaboo 1ffaa,B/jabaal,7.744933333,36.67784667,2323,https://akvoflow-23.s3.amazonaws.com/images/eb231deb-7bed-4786-8069-0ba5ffdb2009.jpg,2004-01-08,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,Kaaboo 1ffaa,burqaa zaakir,7.740881667,36.67581,2329,https://akvoflow-23.s3.amazonaws.com/images/fc9e23b5-5077-4352-aae0-88b4c511777d.jpg,2008-01-11,On Spot,,,70,,Spring,No,No,Gravity,,,Functional,No,No,Yes,worms,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,kaaboo 1ffaa,Burqaa A/Fiixaa,7.74265,36.68050333,2309,https://akvoflow-23.s3.amazonaws.com/images/4c0cac69-6ed7-43de-a767-b262290e0843.jpg,2002-01-04,On Spot,,,60,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,waaraba,Burqaa A/fiixaa,7.76827,36.676025,2001,https://akvoflow-23.s3.amazonaws.com/images/c7e3af64-68c3-4908-ab0a-77430820bd02.jpg,2013-01-10,On Spot,,,60,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,waaraba,Burqaa H/fiixaa,7.771348333,36.68036167,2032,https://akvoflow-23.s3.amazonaws.com/images/b9f1dbd7-4955-4dc7-9fca-4c390642c44b.jpg,2008-01-18,On Spot,,,40,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,waaraba,Brqaa A/saambii,7.76328,36.67705167,2150,https://akvoflow-23.s3.amazonaws.com/images/122157e6-9db7-48f0-9086-f09a3a6d4969.jpg,2006-01-13,On Spot,,,49,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,N/A,,No,,,Yes,,,Yes,Metered (per cubic metere),Yes,,
Mana,Kamise-Warabaa,hirriboo,Burqaa/huseen,7.752313333,36.66887167,2273,https://akvoflow-23.s3.amazonaws.com/images/fa581021-c154-45ef-a6c9-0643fabf165c.jpg,2006-01-12,On Spot,,,55,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,waaraba,B/Amanu,7.758331667,36.67137333,2197,https://akvoflow-23.s3.amazonaws.com/images/95719c56-aca5-4751-9389-7ef9a7ae71de.jpg,2012-05-21,On Spot,,,48,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,,N/A,,No,,,Yes,,,Yes,Metered (per cubic metere),Yes,,
Mana,Kamise-Warabaa,Waaraba,B/Luleessaa,7.758325,36.67405,2188,https://akvoflow-23.s3.amazonaws.com/images/50a94d4b-7f5a-40d4-86b0-a7c65e83572c.jpg,2006-01-20,On Spot,,,60,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,WASHCO,,N/A,,No,,,Yes,,,Yes,Metered (per cubic metere),Yes,,
Mana,Kamise-Warabaa,Hirriboo,Burqaa A/foggii,7.744645,36.67025667,2386,https://akvoflow-23.s3.amazonaws.com/images/a27254d1-28c2-40f9-b075-689161ac8a73.jpg,2006-01-21,On Spot,,,86,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,Hirriboo,Burqaa/cooree,7.739763333,36.66832167,2399,https://akvoflow-23.s3.amazonaws.com/images/005ae1cd-fa8e-4a3d-9e53-4d38c7d8ab99.jpg,2005-01-19,On Spot,,,90,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,Hirriboo,Malkaa malloo,7.748783333,36.67134,2307,https://akvoflow-23.s3.amazonaws.com/images/70391809-a244-43cb-af7f-999e3a2bc86e.jpg,2013-01-11,On spot,,,50,,Spring,Yes,No,Gravity,,,Functional,No,No,No,,WASHCO,,N/A,,No,,,Yes,,,Yes,Metered (per cubic metere),Yes,,
Mana,Kamise-Warabaa,Adamoosii,Burqaa mana barumsaa,7.728478333,36.65812167,2479,https://akvoflow-23.s3.amazonaws.com/images/cc643af9-d1f5-4674-b2c3-c1dd81dcdca7.jpg,2005-01-14,On Spot,,,82,,Spring,No,No,Gravity,,,Partial Functional,No,No,Yes,worms,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,doobbaa,burqaa fincoo,7.728001667,36.65387,2576,https://akvoflow-23.s3.amazonaws.com/images/4ff3e584-35be-4315-9544-71045435fdfa.jpg,2005-02-11,On Spot,,,30,,Spring,No,No,Gravity,,,Non Functional,No,No,Yes,worms,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,qunnii,burqaa qoree,7.735768333,36.647935,2527,https://akvoflow-23.s3.amazonaws.com/images/f3cf6e18-13f5-49b0-afef-0c3e268f19fd.jpg,2007-01-19,On Spot,,,45,,Spring,No,No,Gravity,,,Partial Functional,No,No,Yes,worms,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,qunnii,burqaa she Aimad,7.733605,36.648415,2525,https://akvoflow-23.s3.amazonaws.com/images/278dcd9d-c60f-4808-9fc2-9c24a8c09eb6.jpg,2008-02-16,On Spot,,,59,,Spring,Yes,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,qunnii,burqaa sadachaa,7.739345,36.65207667,2469,https://akvoflow-23.s3.amazonaws.com/images/1a59c8ec-8434-4557-92be-63364b74d841.jpg,2008-01-11,On Spot,,,60,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,qunnii,burqaa haroo,7.73764,36.65220167,2471,https://akvoflow-23.s3.amazonaws.com/images/7d6679bb-232d-4c8a-ac5b-ec697f8a23c2.jpg,2007-01-18,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,0,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,Adamoosi,burqaa A/Giddii,7.732421667,36.66485,2389,https://akvoflow-23.s3.amazonaws.com/images/4a3c9891-3ddf-4bce-b6a4-745d11b64c66.jpg,2007-01-12,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,Yes,Yes,worms,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,booressaa,burqaa A/maccaa,7.732355,36.67482,2397,https://akvoflow-23.s3.amazonaws.com/images/c9c58072-7d47-4969-ab36-b1a651e7d384.jpg,2006-02-17,On Spot,,,40,,Spring,No,No,Gravity,,,Partial Functional,No,No,Yes,worms,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,Adamoosi,burqaa A/goojjam,7.72996,36.66239833,2356,https://akvoflow-23.s3.amazonaws.com/images/a73e532d-73d9-4e11-afb1-87f5146dc32e.jpg,2005-01-20,On Spot,,,39,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,Adamoosi,burqaa guumaa,7.727065,36.66136167,2407,https://akvoflow-23.s3.amazonaws.com/images/c168b277-d04e-4f25-bf09-1818b2772bed.jpg,2003-01-24,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,moggaa,burqaa qararoo,7.790541667,36.65657,1830,https://akvoflow-23.s3.amazonaws.com/images/533311cf-980a-470f-af83-070fe7ec5173.jpg,2009-01-23,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,No,No,,WASHCO,2009-02-13,No,2009-05-28,No,,7,No,,2009-12-15,No,,No,,
Mana,Kamise-Warabaa,diggee,burqaa shantamee,7.765241667,36.64932,2024,https://akvoflow-23.s3.amazonaws.com/images/bb50d40b-1178-44fd-8bfd-3ab6704c8731.jpg,2008-01-25,On Spot,,,60,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kamise-Warabaa,diggee,burqaa A/galaan,7.776443333,36.64975167,1989,https://akvoflow-23.s3.amazonaws.com/images/b793e33a-14e6-449a-83f1-96d3cf811773.jpg,2006-01-19,On Spot,,,50,,Spring,No,No,Gravity,,,Partial Functional,No,No,Yes,worms,WASHCO,,No,2008-02-22,No,,3,No,,2009-05-24,No,,No,,
Mana,Kamise-Warabaa,Waaraba,coore,7.792338333,36.72416167,1839,https://akvoflow-23.s3.amazonaws.com/images/9bbd1f94-e737-4169-8599-aeda562e1f7f.jpg,2003-5,Distribution,,,53,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,afata,burqa afata,7.8120405,36.7070919,1742,https://akvoflow-23.s3.amazonaws.com/images/eb6d8788-5946-404e-a80a-c243608b7301.jpg,2004-06-17,On Spot,,,86,,Spring,No,Yes,Gravity,,,Functional,No,No,No,,No management,,N/A,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,tajje,Ayyo,7.840810956,36.70782191,1600,https://akvoflow-23.s3.amazonaws.com/images/7562b722-95fb-4209-9ab9-d1c447a945f1.jpg,2009-03-11,On Spot,,,43,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,tajje,sadacha,7.846436869,36.7059905,1576,https://akvoflow-23.s3.amazonaws.com/images/5eb5cea5-e238-43ad-adad-8205a246c98d.jpg,2007-01-27,On Spot,,,65,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,tajje,badii,7.849224287,36.71099508,1590,https://akvoflow-23.s3.amazonaws.com/images/40012940-58f4-4f32-8df8-a424b10d4463.jpg,1997-03-20,On Spot,,,75,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,tajje,fincho,7.843539904,36.71392732,1613,https://akvoflow-23.s3.amazonaws.com/images/77a94638-2179-4c9b-8424-dbdb77db83fd.jpg,2003-02-12,On Spot,,,64,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,bilo,dammay,7.836306032,36.72023133,1605,https://akvoflow-23.s3.amazonaws.com/images/48a1f561-cabe-4519-b79a-b7ffaec975d1.jpg,2008-02-14,On Spot,,,82,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,Amshaaloo,chore sheekii,7.829470053,36.72126263,1660,https://akvoflow-23.s3.amazonaws.com/images/10c55c93-c53c-4d6c-9454-47bb1c440387.jpg,2006-03-24,On Spot,,,50,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,Amshalo,chore A/Giddi,7.827792871,36.72648679,1703,https://akvoflow-23.s3.amazonaws.com/images/116bd75c-8070-4ddb-b498-1921ea399e75.jpg,2008-05-21,On Spot,,,82,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,bilo,kabiiree 2,7.835954698,36.71549682,1651,https://akvoflow-23.s3.amazonaws.com/images/33d2435e-0cb4-4127-b259-57cf74509f74.jpg,2010-04-23,On Spot,,,28,,Spring,No,No,Gravity,,,Partial Functional,No,No,No,,No management,,N/A,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,bilo,kabiiree,7.835204135,36.71567943,1655,https://akvoflow-23.s3.amazonaws.com/images/e88d92ab-c980-402f-90bf-af65a2253812.jpg,2006-04-19,On Spot,,,98,,Spring,No,No,Gravity,,,Functional,No,No,Yes,it has worm in rainy season,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,sariitii,chore A/Gojjam,7.832465434,36.71533719,1664,https://akvoflow-23.s3.amazonaws.com/images/0f7f3193-f974-4650-bf9d-08a05e64ca47.jpg,1998-04-08,On Spot,,,75,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,saritii,finchoo,7.834207703,36.71239762,1694,https://akvoflow-23.s3.amazonaws.com/images/c420f0f6-ca93-4bbd-83a2-ff57e39b6ec9.jpg,2004-04-06,On Spot,,,68,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,sariitii,chore A/Diggaa,7.83916291,36.70674377,1587,https://akvoflow-23.s3.amazonaws.com/images/980a2a27-dccb-49b8-bc0c-f59ce06ad601.jpg,2008-03-29,On Spot,,,39,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,katta colle,chore digggo,7.849021003,36.70040891,1531,https://akvoflow-23.s3.amazonaws.com/images/2d5ce291-8b2a-46fa-8139-10cd51ff1309.jpg,2006-04-12,On Spot,,,43,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,katta cholle,chore oddoo,7.860032904,36.70263281,1584,https://akvoflow-23.s3.amazonaws.com/images/e19e2e73-7c09-4704-b538-45e22d676b31.jpg,2006-04-26,On Spot,,,73,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,katta cholle,dange,7.85243723,36.70686378,1558,https://akvoflow-23.s3.amazonaws.com/images/0c6f6a79-6a11-43ef-b917-4598e1e08939.jpg,2009-03-25,On Spot,,,28,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,afat,chore A/diima,7.840712947,36.70122409,1579,https://akvoflow-23.s3.amazonaws.com/images/9c0ea5fa-3b52-4729-beee-19c84fa1cbfc.jpg,1997-04-08,On Spot,,,105,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,afata,chore geellaa,7.841673471,36.69516456,1561,https://akvoflow-23.s3.amazonaws.com/images/c9a6666f-64a4-4e64-8f96-7fa9e148b879.jpg,2007-02-14,On Spot,,,128,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,quujjoo,chore A/loofee,7.835832107,36.70132611,1563,https://akvoflow-23.s3.amazonaws.com/images/b89d4b46-39f1-4242-9a8b-7d8bde0baf65.jpg,2022-05-23,On Spot,,,84,,Spring,No,No,Gravity,,,Functional,Yes,No,Yes,it have worn in a rainy season,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,quujjoo,chore A/Dura,7.830363236,36.7022931,1606,https://akvoflow-23.s3.amazonaws.com/images/a61d7970-6336-4341-9a0e-bd117ceb3fd6.jpg,2012-02-15,On Spot,,,120,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,quujjoo,burundee,7.829109378,36.69578211,1621,https://akvoflow-23.s3.amazonaws.com/images/c3cec9b6-df41-40fb-9181-dd008d6c22ed.jpg,1997-03-12,On Spot,,,52,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,quujjoo,dalachoo,7.828291744,36.69757873,1597,https://akvoflow-23.s3.amazonaws.com/images/99fb3a20-7290-40e8-be8f-837475317a61.jpg,2008-02-13,On Spot,,,90,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,kibbii,unkusee,7.821897373,36.69437927,1596,https://akvoflow-23.s3.amazonaws.com/images/8c12a429-272e-433b-80e7-a76c5d9e6221.jpg,2007-03-14,On Spot,,,60,,Spring,No,No,Gravity,,,Functional,No,No,Yes,worm during rain,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,buuruu,chooree sariitii,7.830610634,36.70702666,1627,https://akvoflow-23.s3.amazonaws.com/images/a7aed515-e352-4067-b871-f3f1fe380fff.jpg,1997-04-08,On Spot,,,70,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,qoyyee,wachee,7.823899758,36.71040559,1721,https://akvoflow-23.s3.amazonaws.com/images/8297c678-ff38-4436-a5d1-b3729ee2d1c3.jpg,1998-04-15,On Spot,,,62,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,qoyyee,chore A/Jobir,7.821393011,36.70713925,1719,https://akvoflow-23.s3.amazonaws.com/images/295d8116-882f-4301-8e4d-80ec510d10e5.jpg,2001-04-12,On Spot,,,65,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kella-Guddaa,dhaabasaa,buusaa,7.819266468,36.70434123,1667,https://akvoflow-23.s3.amazonaws.com/images/76434713-1fcb-4ddf-8424-7fe74b6c0fdd.jpg,2006-03-15,On Spot,,,78,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kenterii,atiro,giravity,7.828094402,36.7965978,1915,https://akvoflow-23.s3.amazonaws.com/images/5b653a87-4dc4-46f4-b3cb-471b775565c8.jpg,1990-10-04,On Spot,,,54,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kenterii,kibi,giravity,7.823331398,36.80042829,1910,https://akvoflow-23.s3.amazonaws.com/images/38c897a0-b8da-4345-82e3-a03a820be357.jpg,2003-08-07,On Spot,,,70,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
Mana,Kenterii,kata,giravity,7.861495411,36.79709635,1733,https://akvoflow-23.s3.amazonaws.com/images/bd89b769-7515-4b6e-b30a-e4f7ee71778d.jpg,2000-12-09,On Spot,,,72,,Spring,No,No,Gravity,,,Functional,No,No,No,,No management,,No,,No,,,No,,,No,,No,,
